id,Datum,Warengruppe,Umsatz,KielerWoche,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode
1412191.0,2014-12-19,1,100.434605432296,,5.0,8.125,15,61
1412192.0,2014-12-19,2,307.884791280942,,5.0,8.125,15,61
1412193.0,2014-12-19,3,82.7764794714156,,5.0,8.125,15,61
1412195.0,2014-12-19,5,242.849725209084,,5.0,8.125,15,61
1412196.0,2014-12-19,6,89.4640327456231,,5.0,8.125,15,61
1412201.0,2014-12-20,1,92.9765497836537,,6.0,5.375,24,21
1412202.0,2014-12-20,2,384.797857820002,,6.0,5.375,24,21
1412203.0,2014-12-20,3,136.332087094635,,6.0,5.375,24,21
1412205.0,2014-12-20,5,178.07254058997,,6.0,5.375,24,21
1412206.0,2014-12-20,6,40.4652488409206,,6.0,5.375,24,21
1412211.0,2014-12-21,1,74.1776353738615,,6.0,6.625,14,21
1412212.0,2014-12-21,2,508.555021590987,,6.0,6.625,14,21
1412213.0,2014-12-21,3,154.631949040196,,6.0,6.625,14,21
1412214.0,2014-12-21,4,91.0345897314189,,6.0,6.625,14,21
1412215.0,2014-12-21,5,253.045516822484,,6.0,6.625,14,21
1412216.0,2014-12-21,6,38.6855509856721,,6.0,6.625,14,21
1412221.0,2014-12-22,1,166.062608421996,,7.0,9.75,21,63
1412222.0,2014-12-22,2,320.634871026775,,7.0,9.75,21,63
1412223.0,2014-12-22,3,121.78829220581,,7.0,9.75,21,63
1412224.0,2014-12-22,4,62.8453957199584,,7.0,9.75,21,63
1412225.0,2014-12-22,5,230.826153750681,,7.0,9.75,21,63
1412226.0,2014-12-22,6,148.202392082476,,7.0,9.75,21,63
1412231.0,2014-12-23,1,184.21718934313,,7.0,9.125,19,61
1412232.0,2014-12-23,2,408.003200633712,,7.0,9.125,19,61
1412233.0,2014-12-23,3,87.4855416799814,,7.0,9.125,19,61
1412235.0,2014-12-23,5,224.558853830953,,7.0,9.125,19,61
1412236.0,2014-12-23,6,113.864501586991,,7.0,9.125,19,61
1412241.0,2014-12-24,1,289.724706873301,,5.0,7.75,21,61
1412242.0,2014-12-24,2,477.653662285463,,5.0,7.75,21,61
1412243.0,2014-12-24,3,100.716513467206,,5.0,7.75,21,61
1412245.0,2014-12-24,5,268.806966002035,,5.0,7.75,21,61
1412246.0,2014-12-24,6,60.9934806252716,,5.0,7.75,21,61
,2014-12-25,,,,7.0,3.125,17,71
,2014-12-26,,,,6.0,0.0,6,22
1412271.0,2014-12-27,1,133.160219555693,,3.0,-0.25,8,
1412272.0,2014-12-27,2,513.661678925283,,3.0,-0.25,8,
1412273.0,2014-12-27,3,184.816622133556,,3.0,-0.25,8,
1412274.0,2014-12-27,4,78.5755131710058,,3.0,-0.25,8,
1412275.0,2014-12-27,5,286.92402318367,,3.0,-0.25,8,
1412276.0,2014-12-27,6,26.1583061455218,,3.0,-0.25,8,
1412281.0,2014-12-28,1,65.5011765409885,,1.0,-0.5,7,0
1412282.0,2014-12-28,2,623.538032623429,,1.0,-0.5,7,0
1412283.0,2014-12-28,3,165.516327951762,,1.0,-0.5,7,0
1412284.0,2014-12-28,4,136.001447208449,,1.0,-0.5,7,0
1412285.0,2014-12-28,5,226.105265011128,,1.0,-0.5,7,0
1412286.0,2014-12-28,6,79.6840824625434,,1.0,-0.5,7,0
1412291.0,2014-12-29,1,159.353174871792,,5.0,0.75,10,0
1412292.0,2014-12-29,2,458.033861425878,,5.0,0.75,10,0
1412293.0,2014-12-29,3,195.187828407006,,5.0,0.75,10,0
1412295.0,2014-12-29,5,303.672763265607,,5.0,0.75,10,0
1412301.0,2014-12-30,1,171.900364677079,,7.0,5.25,9,21
1412302.0,2014-12-30,2,581.740967169718,,7.0,5.25,9,21
1412303.0,2014-12-30,3,204.843887483445,,7.0,5.25,9,21
1412305.0,2014-12-30,5,430.336976841889,,7.0,5.25,9,21
1412306.0,2014-12-30,6,42.2248053911652,,7.0,5.25,9,21
1412311.0,2014-12-31,1,253.25502096677,,6.0,7.375,11,61
1412312.0,2014-12-31,2,643.377780141136,,6.0,7.375,11,61
1412313.0,2014-12-31,3,162.622976706613,,6.0,7.375,11,61
1412315.0,2014-12-31,5,1879.46183076734,,6.0,7.375,11,61
,2015-01-01,,,,8.0,4.125,13,10
1501021.0,2015-01-02,1,171.436480362582,,6.0,7.75,24,61
1501022.0,2015-01-02,2,512.177720196036,,6.0,7.75,24,61
1501023.0,2015-01-02,3,182.12300932264296,,6.0,7.75,24,61
1501024.0,2015-01-02,4,85.9359726763682,,6.0,7.75,24,61
1501025.0,2015-01-02,5,300.829805798494,,6.0,7.75,24,61
1501026.0,2015-01-02,6,31.6443089201977,,6.0,7.75,24,61
1501031.0,2015-01-03,1,146.725466464595,,7.0,4.875,25,69
1501032.0,2015-01-03,2,495.483686243828,,7.0,4.875,25,69
1501033.0,2015-01-03,3,170.963077720877,,7.0,4.875,25,69
1501034.0,2015-01-03,4,74.7193728789218,,7.0,4.875,25,69
1501035.0,2015-01-03,5,277.833431786885,,7.0,4.875,25,69
1501036.0,2015-01-03,6,27.3325687878665,,7.0,4.875,25,69
1501041.0,2015-01-04,1,69.2618750164446,,0.0,4.75,15,
1501042.0,2015-01-04,2,652.43960117373,,0.0,4.75,15,
1501043.0,2015-01-04,3,202.305946358765,,0.0,4.75,15,
1501044.0,2015-01-04,4,131.61138792274,,0.0,4.75,15,
1501045.0,2015-01-04,5,337.565571891077,,0.0,4.75,15,
1501046.0,2015-01-04,6,31.5981129331306,,0.0,4.75,15,
1501051.0,2015-01-05,1,159.498680849924,,8.0,5.875,8,20
1501052.0,2015-01-05,2,349.399884653548,,8.0,5.875,8,20
1501053.0,2015-01-05,3,161.989626362703,,8.0,5.875,8,20
1501054.0,2015-01-05,4,72.7394907523189,,8.0,5.875,8,20
1501055.0,2015-01-05,5,270.173731918039,,8.0,5.875,8,20
1501056.0,2015-01-05,6,18.4839927152663,,8.0,5.875,8,20
1501061.0,2015-01-06,1,116.621821467299,,8.0,3.625,8,10
1501062.0,2015-01-06,2,310.462558578491,,8.0,3.625,8,10
1501063.0,2015-01-06,3,125.356639510072,,8.0,3.625,8,10
1501064.0,2015-01-06,4,85.5846124596724,,8.0,3.625,8,10
1501065.0,2015-01-06,5,265.854860102674,,8.0,3.625,8,10
1501066.0,2015-01-06,6,40.2233116111995,,8.0,3.625,8,10
1501071.0,2015-01-07,1,116.046870294295,,6.0,5.75,10,61
1501072.0,2015-01-07,2,289.568739500106,,6.0,5.75,10,61
1501073.0,2015-01-07,3,115.662839057947,,6.0,5.75,10,61
1501074.0,2015-01-07,4,86.9275104588597,,6.0,5.75,10,61
1501075.0,2015-01-07,5,263.03524552906,,6.0,5.75,10,61
1501081.0,2015-01-08,1,88.9219763738156,,8.0,6.375,9,61
1501082.0,2015-01-08,2,313.907584824392,,8.0,6.375,9,61
1501083.0,2015-01-08,3,91.4747039377377,,8.0,6.375,9,61
1501084.0,2015-01-08,4,70.3775374736991,,8.0,6.375,9,61
1501085.0,2015-01-08,5,230.866849428077,,8.0,6.375,9,61
1501091.0,2015-01-09,1,89.5158553261206,,6.0,7.5,25,63
1501092.0,2015-01-09,2,314.26237720896,,6.0,7.5,25,63
1501093.0,2015-01-09,3,111.936085655585,,6.0,7.5,25,63
1501094.0,2015-01-09,4,71.4384074719189,,6.0,7.5,25,63
1501095.0,2015-01-09,5,240.167564518219,,6.0,7.5,25,63
1501101.0,2015-01-10,1,67.954839483437,,6.0,10.0,28,61
1501102.0,2015-01-10,2,349.344531472799,,6.0,10.0,28,61
1501103.0,2015-01-10,3,122.265690196784,,6.0,10.0,28,61
1501104.0,2015-01-10,4,64.1638629091181,,6.0,10.0,28,61
1501105.0,2015-01-10,5,304.334671385998,,6.0,10.0,28,61
1501111.0,2015-01-11,1,102.503556455298,,5.0,4.25,23,61
1501112.0,2015-01-11,2,551.204782732623,,5.0,4.25,23,61
1501113.0,2015-01-11,3,184.229098838524,,5.0,4.25,23,61
1501114.0,2015-01-11,4,122.970550791976,,5.0,4.25,23,61
1501115.0,2015-01-11,5,314.28252636958,,5.0,4.25,23,61
1501121.0,2015-01-12,1,122.717043089708,,7.0,7.5,19,61
1501122.0,2015-01-12,2,254.720970873776,,7.0,7.5,19,61
1501123.0,2015-01-12,3,103.980091719935,,7.0,7.5,19,61
1501124.0,2015-01-12,4,58.3365912420298,,7.0,7.5,19,61
1501125.0,2015-01-12,5,183.019346130805,,7.0,7.5,19,61
1501131.0,2015-01-13,1,86.441812930424,,7.0,7.75,14,61
1501132.0,2015-01-13,2,253.267146283048,,7.0,7.75,14,61
1501133.0,2015-01-13,3,98.2223034780195,,7.0,7.75,14,61
1501134.0,2015-01-13,4,68.9972825054419,,7.0,7.75,14,61
1501135.0,2015-01-13,5,248.091361140205,,7.0,7.75,14,61
1501141.0,2015-01-14,1,72.7918398175921,,6.0,3.125,16,71
1501142.0,2015-01-14,2,229.38414618971,,6.0,3.125,16,71
1501143.0,2015-01-14,3,99.415923686111,,6.0,3.125,16,71
1501144.0,2015-01-14,4,70.4651659015092,,6.0,3.125,16,71
1501145.0,2015-01-14,5,235.49178387272,,6.0,3.125,16,71
1501151.0,2015-01-15,1,93.7671799134285,,7.0,6.75,14,61
1501152.0,2015-01-15,2,251.148387388712,,7.0,6.75,14,61
1501153.0,2015-01-15,3,79.0898875141396,,7.0,6.75,14,61
1501154.0,2015-01-15,4,69.4440159990795,,7.0,6.75,14,61
1501155.0,2015-01-15,5,255.715603348889,,7.0,6.75,14,61
1501161.0,2015-01-16,1,131.913950068001,,6.0,6.75,13,0
1501162.0,2015-01-16,2,314.442179091712,,6.0,6.75,13,0
1501163.0,2015-01-16,3,135.042115386384,,6.0,6.75,13,0
1501164.0,2015-01-16,4,78.3484660148403,,6.0,6.75,13,0
1501165.0,2015-01-16,5,294.576404705863,,6.0,6.75,13,0
1501171.0,2015-01-17,1,115.086208812258,,1.0,4.25,12,21
1501172.0,2015-01-17,2,447.611692815639,,1.0,4.25,12,21
1501173.0,2015-01-17,3,144.697761867106,,1.0,4.25,12,21
1501174.0,2015-01-17,4,101.780919085691,,1.0,4.25,12,21
1501175.0,2015-01-17,5,382.824611402643,,1.0,4.25,12,21
1501181.0,2015-01-18,1,47.8910511689248,,8.0,2.0,9,61
1501182.0,2015-01-18,2,615.895161452642,,8.0,2.0,9,61
1501183.0,2015-01-18,3,181.247790389923,,8.0,2.0,9,61
1501184.0,2015-01-18,4,204.693311193378,,8.0,2.0,9,61
1501185.0,2015-01-18,5,325.12197864382,,8.0,2.0,9,61
1501191.0,2015-01-19,1,138.935449172918,,7.0,1.0,5,71
1501192.0,2015-01-19,2,287.12848916472,,7.0,1.0,5,71
1501193.0,2015-01-19,3,106.522532414392,,7.0,1.0,5,71
1501194.0,2015-01-19,4,63.0120526976263,,7.0,1.0,5,71
1501195.0,2015-01-19,5,243.750686660054,,7.0,1.0,5,71
1501201.0,2015-01-20,1,116.932538278351,,7.0,-0.375,4,77
1501202.0,2015-01-20,2,297.627496877784,,7.0,-0.375,4,77
1501203.0,2015-01-20,3,115.880593765192,,7.0,-0.375,4,77
1501204.0,2015-01-20,4,73.0375497476955,,7.0,-0.375,4,77
1501205.0,2015-01-20,5,309.385357960923,,7.0,-0.375,4,77
1501211.0,2015-01-21,1,90.1034587863099,,8.0,-1.125,4,10
1501212.0,2015-01-21,2,285.545986768458,,8.0,-1.125,4,10
1501213.0,2015-01-21,3,115.517804650047,,8.0,-1.125,4,10
1501214.0,2015-01-21,4,63.1553176365701,,8.0,-1.125,4,10
1501215.0,2015-01-21,5,271.986313846711,,8.0,-1.125,4,10
1501221.0,2015-01-22,1,135.950512983467,,7.0,-1.375,3,49
1501222.0,2015-01-22,2,265.194435459988,,7.0,-1.375,3,49
1501223.0,2015-01-22,3,113.37969263442,,7.0,-1.375,3,49
1501224.0,2015-01-22,4,61.8038023909784,,7.0,-1.375,3,49
1501225.0,2015-01-22,5,299.101267021608,,7.0,-1.375,3,49
1501231.0,2015-01-23,1,130.976061288992,,8.0,-1.25,5,20
1501232.0,2015-01-23,2,279.183609587953,,8.0,-1.25,5,20
1501233.0,2015-01-23,3,99.976780581078,,8.0,-1.25,5,20
1501234.0,2015-01-23,4,68.559045168997,,8.0,-1.25,5,20
1501235.0,2015-01-23,5,275.460914012407,,8.0,-1.25,5,20
1501241.0,2015-01-24,1,140.03186322028,,7.0,-0.5,10,71
1501242.0,2015-01-24,2,415.166425975778,,7.0,-0.5,10,71
1501243.0,2015-01-24,3,133.804409424965,,7.0,-0.5,10,71
1501244.0,2015-01-24,4,54.0561105891749,,7.0,-0.5,10,71
1501245.0,2015-01-24,5,376.785950449622,,7.0,-0.5,10,71
1501251.0,2015-01-25,1,94.493388512183,,6.0,2.875,6,
1501252.0,2015-01-25,2,555.586060097281,,6.0,2.875,6,
1501253.0,2015-01-25,3,182.842935108665,,6.0,2.875,6,
1501254.0,2015-01-25,4,176.90180258166,,6.0,2.875,6,
1501255.0,2015-01-25,5,432.111683660143,,6.0,2.875,6,
1501261.0,2015-01-26,1,150.51678717379,,7.0,3.375,10,61
1501262.0,2015-01-26,2,285.783235454514,,7.0,3.375,10,61
1501263.0,2015-01-26,3,94.8677658759417,,7.0,3.375,10,61
1501264.0,2015-01-26,4,62.7936586310808,,7.0,3.375,10,61
1501265.0,2015-01-26,5,214.316488368471,,7.0,3.375,10,61
1501271.0,2015-01-27,1,141.518792699705,,2.0,4.875,13,
1501272.0,2015-01-27,2,286.802025247007,,2.0,4.875,13,
1501273.0,2015-01-27,3,127.229895506694,,2.0,4.875,13,
1501274.0,2015-01-27,4,78.6674035279493,,2.0,4.875,13,
1501275.0,2015-01-27,5,259.895021701426,,2.0,4.875,13,
1501281.0,2015-01-28,1,124.273404481234,,7.0,4.875,17,61
1501282.0,2015-01-28,2,318.608712118946,,7.0,4.875,17,61
1501283.0,2015-01-28,3,119.389750342982,,7.0,4.875,17,61
1501284.0,2015-01-28,4,54.1152141456079,,7.0,4.875,17,61
1501285.0,2015-01-28,5,290.420362377553,,7.0,4.875,17,61
1501291.0,2015-01-29,1,129.932530553471,,7.0,1.5,12,75
1501292.0,2015-01-29,2,276.548941252601,,7.0,1.5,12,75
1501293.0,2015-01-29,3,130.868669740543,,7.0,1.5,12,75
1501294.0,2015-01-29,4,66.4012476272315,,7.0,1.5,12,75
1501295.0,2015-01-29,5,298.873227773722,,7.0,1.5,12,75
1501301.0,2015-01-30,1,100.75421525386,,7.0,1.125,6,
1501302.0,2015-01-30,2,315.018937970584,,7.0,1.125,6,
1501303.0,2015-01-30,3,159.093345754654,,7.0,1.125,6,
1501304.0,2015-01-30,4,67.652941573495,,7.0,1.125,6,
1501305.0,2015-01-30,5,301.211380864112,,7.0,1.125,6,
1501311.0,2015-01-31,1,129.039421255357,,7.0,-2.375,7,49
1501312.0,2015-01-31,2,433.183884520481,,7.0,-2.375,7,49
1501313.0,2015-01-31,3,168.031157476338,,7.0,-2.375,7,49
1501314.0,2015-01-31,4,66.4961056765624,,7.0,-2.375,7,49
1501315.0,2015-01-31,5,442.294446547651,,7.0,-2.375,7,49
1502011.0,2015-02-01,1,92.189837282486,,7.0,-0.25,9,75
1502012.0,2015-02-01,2,633.309542257817,,7.0,-0.25,9,75
1502013.0,2015-02-01,3,187.804159224486,,7.0,-0.25,9,75
1502014.0,2015-02-01,4,214.869292194541,,7.0,-0.25,9,75
1502015.0,2015-02-01,5,388.585353237256,,7.0,-0.25,9,75
1502021.0,2015-02-02,1,159.254353701805,,6.0,1.0,10,22
1502022.0,2015-02-02,2,338.327210161774,,6.0,1.0,10,22
1502023.0,2015-02-02,3,117.759219302661,,6.0,1.0,10,22
1502024.0,2015-02-02,4,123.697766488052,,6.0,1.0,10,22
1502025.0,2015-02-02,5,317.407641410708,,6.0,1.0,10,22
1502031.0,2015-02-03,1,112.095171542871,,7.0,-1.0,10,77
1502032.0,2015-02-03,2,258.959088520931,,7.0,-1.0,10,77
1502033.0,2015-02-03,3,117.984827108186,,7.0,-1.0,10,77
1502034.0,2015-02-03,4,104.342988837394,,7.0,-1.0,10,77
1502035.0,2015-02-03,5,289.847839834235,,7.0,-1.0,10,77
1502041.0,2015-02-04,1,111.66941350432,,6.0,-1.875,9,0
1502042.0,2015-02-04,2,255.937860472559,,6.0,-1.875,9,0
1502043.0,2015-02-04,3,92.2056862044036,,6.0,-1.875,9,0
1502044.0,2015-02-04,4,127.095636994155,,6.0,-1.875,9,0
1502045.0,2015-02-04,5,294.315633387072,,6.0,-1.875,9,0
1502051.0,2015-02-05,1,133.827962608871,,5.0,0.75,10,22
1502052.0,2015-02-05,2,277.511618112389,,5.0,0.75,10,22
1502053.0,2015-02-05,3,78.9008139226001,,5.0,0.75,10,22
1502054.0,2015-02-05,4,106.882617972076,,5.0,0.75,10,22
1502055.0,2015-02-05,5,297.882645346675,,5.0,0.75,10,22
1502061.0,2015-02-06,1,136.337106368056,,2.0,-0.5,6,22
1502062.0,2015-02-06,2,312.249043728816,,2.0,-0.5,6,22
1502063.0,2015-02-06,3,115.704976585312,,2.0,-0.5,6,22
1502064.0,2015-02-06,4,219.523814146721,,2.0,-0.5,6,22
1502065.0,2015-02-06,5,385.500566451671,,2.0,-0.5,6,22
1502071.0,2015-02-07,1,130.642229801113,,7.0,4.125,18,20
1502072.0,2015-02-07,2,381.572014473511,,7.0,4.125,18,20
1502073.0,2015-02-07,3,140.836707362583,,7.0,4.125,18,20
1502074.0,2015-02-07,4,136.049442310194,,7.0,4.125,18,20
1502075.0,2015-02-07,5,349.157579410765,,7.0,4.125,18,20
1502081.0,2015-02-08,1,62.750062992056,,1.0,3.375,14,
1502082.0,2015-02-08,2,531.337730533032,,1.0,3.375,14,
1502083.0,2015-02-08,3,178.816699756959,,1.0,3.375,14,
1502084.0,2015-02-08,4,256.535701898324,,1.0,3.375,14,
1502085.0,2015-02-08,5,470.166189255824,,1.0,3.375,14,
1502091.0,2015-02-09,1,112.747460478504,,7.0,6.875,13,61
1502092.0,2015-02-09,2,281.177822022831,,7.0,6.875,13,61
1502093.0,2015-02-09,3,79.404680687591,,7.0,6.875,13,61
1502094.0,2015-02-09,4,121.963218496309,,7.0,6.875,13,61
1502095.0,2015-02-09,5,258.736139221055,,7.0,6.875,13,61
1502101.0,2015-02-10,1,94.7581535487495,,7.0,7.625,11,
1502102.0,2015-02-10,2,266.498461599989,,7.0,7.625,11,
1502103.0,2015-02-10,3,103.738973554113,,7.0,7.625,11,
1502104.0,2015-02-10,4,124.082529993763,,7.0,7.625,11,
1502105.0,2015-02-10,5,259.000724136407,,7.0,7.625,11,
1502111.0,2015-02-11,1,94.7022920091949,,8.0,4.0,5,
1502112.0,2015-02-11,2,283.832157618276,,8.0,4.0,5,
1502113.0,2015-02-11,3,99.6609741429996,,8.0,4.0,5,
1502114.0,2015-02-11,4,133.991008009117,,8.0,4.0,5,
1502115.0,2015-02-11,5,275.502444506022,,8.0,4.0,5,
1502121.0,2015-02-12,1,99.5801689919554,,8.0,2.0,4,10
1502122.0,2015-02-12,2,245.235034353123,,8.0,2.0,4,10
1502123.0,2015-02-12,3,80.5417984183017,,8.0,2.0,4,10
1502124.0,2015-02-12,4,105.109162581464,,8.0,2.0,4,10
1502125.0,2015-02-12,5,259.722071852511,,8.0,2.0,4,10
1502131.0,2015-02-13,1,91.3547288868634,,8.0,1.25,6,10
1502132.0,2015-02-13,2,250.608335314639,,8.0,1.25,6,10
1502133.0,2015-02-13,3,106.163072731659,,8.0,1.25,6,10
1502134.0,2015-02-13,4,164.114000189702,,8.0,1.25,6,10
1502135.0,2015-02-13,5,315.198418349884,,8.0,1.25,6,10
1502141.0,2015-02-14,1,62.2346006049711,,7.0,1.625,9,28
1502142.0,2015-02-14,2,417.742376983156,,7.0,1.625,9,28
1502143.0,2015-02-14,3,143.371302913962,,7.0,1.625,9,28
1502144.0,2015-02-14,4,190.148450615832,,7.0,1.625,9,28
1502145.0,2015-02-14,5,394.074973494992,,7.0,1.625,9,28
1502151.0,2015-02-15,1,96.7929953706798,,7.0,3.125,16,10
1502152.0,2015-02-15,2,481.860668097093,,7.0,3.125,16,10
1502153.0,2015-02-15,3,173.243830006668,,7.0,3.125,16,10
1502154.0,2015-02-15,4,197.39238538863,,7.0,3.125,16,10
1502155.0,2015-02-15,5,360.747312180387,,7.0,3.125,16,10
1502161.0,2015-02-16,1,118.255475071685,,8.0,2.0,9,10
1502162.0,2015-02-16,2,286.888417666815,,8.0,2.0,9,10
1502163.0,2015-02-16,3,126.326268412728,,8.0,2.0,9,10
1502164.0,2015-02-16,4,97.6035128733651,,8.0,2.0,9,10
1502165.0,2015-02-16,5,285.836214390694,,8.0,2.0,9,10
1502171.0,2015-02-17,1,118.509639861913,,6.0,1.125,7,45
1502172.0,2015-02-17,2,262.907455009083,,6.0,1.125,7,45
1502173.0,2015-02-17,3,113.350935013155,,6.0,1.125,7,45
1502174.0,2015-02-17,4,136.83107870616,,6.0,1.125,7,45
1502175.0,2015-02-17,5,305.542955060461,,6.0,1.125,7,45
1502181.0,2015-02-18,1,123.267817249283,,3.0,5.5,12,10
1502182.0,2015-02-18,2,248.327220948223,,3.0,5.5,12,10
1502183.0,2015-02-18,3,81.7131255419403,,3.0,5.5,12,10
1502184.0,2015-02-18,4,98.7240235777811,,3.0,5.5,12,10
1502185.0,2015-02-18,5,276.652206222818,,3.0,5.5,12,10
1502191.0,2015-02-19,1,123.69090336092,,0.0,6.25,13,5
1502192.0,2015-02-19,2,284.788201346631,,0.0,6.25,13,5
1502193.0,2015-02-19,3,96.8477619511367,,0.0,6.25,13,5
1502194.0,2015-02-19,4,144.886196208494,,0.0,6.25,13,5
1502195.0,2015-02-19,5,321.730863755787,,0.0,6.25,13,5
1502201.0,2015-02-20,1,117.287703917599,,8.0,3.875,11,71
1502202.0,2015-02-20,2,313.931874526489,,8.0,3.875,11,71
1502203.0,2015-02-20,3,106.086454562447,,8.0,3.875,11,71
1502204.0,2015-02-20,4,138.979259617537,,8.0,3.875,11,71
1502205.0,2015-02-20,5,265.719910475798,,8.0,3.875,11,71
1502211.0,2015-02-21,1,107.174143505865,,7.0,3.875,16,61
1502212.0,2015-02-21,2,389.388938515412,,7.0,3.875,16,61
1502213.0,2015-02-21,3,124.81765406962,,7.0,3.875,16,61
1502214.0,2015-02-21,4,111.305294286303,,7.0,3.875,16,61
1502215.0,2015-02-21,5,276.812334391166,,7.0,3.875,16,61
1502221.0,2015-02-22,1,70.4631468349699,,5.0,5.25,13,0
1502222.0,2015-02-22,2,560.280256054484,,5.0,5.25,13,0
1502223.0,2015-02-22,3,189.394297054986,,5.0,5.25,13,0
1502224.0,2015-02-22,4,329.636553747233,,5.0,5.25,13,0
1502225.0,2015-02-22,5,465.661982102677,,5.0,5.25,13,0
1502231.0,2015-02-23,1,66.8925102653853,,7.0,4.5,12,61
1502232.0,2015-02-23,2,222.509783508774,,7.0,4.5,12,61
1502233.0,2015-02-23,3,94.7593504073171,,7.0,4.5,12,61
1502234.0,2015-02-23,4,65.2802336107391,,7.0,4.5,12,61
1502235.0,2015-02-23,5,209.048085196786,,7.0,4.5,12,61
1502241.0,2015-02-24,1,105.730056008902,,7.0,5.625,12,61
1502242.0,2015-02-24,2,243.882700841609,,7.0,5.625,12,61
1502243.0,2015-02-24,3,81.9621637813295,,7.0,5.625,12,61
1502244.0,2015-02-24,4,85.4723306797636,,7.0,5.625,12,61
1502245.0,2015-02-24,5,235.546367715921,,7.0,5.625,12,61
1502251.0,2015-02-25,1,81.6177684403834,,5.0,5.875,10,
1502252.0,2015-02-25,2,247.265053559437,,5.0,5.875,10,
1502253.0,2015-02-25,3,104.962981551613,,5.0,5.875,10,
1502254.0,2015-02-25,4,66.5001800170103,,5.0,5.875,10,
1502255.0,2015-02-25,5,248.748539126529,,5.0,5.875,10,
1502261.0,2015-02-26,1,104.017958777385,,5.0,6.625,10,0
1502262.0,2015-02-26,2,245.520846652551,,5.0,6.625,10,0
1502263.0,2015-02-26,3,61.8286141075604,,5.0,6.625,10,0
1502264.0,2015-02-26,4,53.8573258596081,,5.0,6.625,10,0
1502265.0,2015-02-26,5,203.846174479151,,5.0,6.625,10,0
1502271.0,2015-02-27,1,101.514216092369,,7.0,4.5,9,61
1502272.0,2015-02-27,2,268.705012903315,,7.0,4.5,9,61
1502273.0,2015-02-27,3,107.787737695716,,7.0,4.5,9,61
1502274.0,2015-02-27,4,90.6234358309477,,7.0,4.5,9,61
1502275.0,2015-02-27,5,212.664119358187,,7.0,4.5,9,61
1502281.0,2015-02-28,1,99.5688944630867,,3.0,5.625,10,0
1502282.0,2015-02-28,2,343.067931178869,,3.0,5.625,10,0
1502283.0,2015-02-28,3,131.146672361349,,3.0,5.625,10,0
1502284.0,2015-02-28,4,66.7494991172986,,3.0,5.625,10,0
1502285.0,2015-02-28,5,298.020877734513,,3.0,5.625,10,0
1503011.0,2015-03-01,1,45.7343245346269,,7.0,6.75,15,61
1503012.0,2015-03-01,2,435.076835491745,,7.0,6.75,15,61
1503013.0,2015-03-01,3,174.178021471163,,7.0,6.75,15,61
1503014.0,2015-03-01,4,115.774341903804,,7.0,6.75,15,61
1503015.0,2015-03-01,5,288.61976876178,,7.0,6.75,15,61
1503021.0,2015-03-02,1,104.963808490064,,6.0,5.125,23,61
1503022.0,2015-03-02,2,254.485164508834,,6.0,5.125,23,61
1503023.0,2015-03-02,3,82.7182341803118,,6.0,5.125,23,61
1503024.0,2015-03-02,4,71.9084682586098,,6.0,5.125,23,61
1503025.0,2015-03-02,5,186.087523297592,,6.0,5.125,23,61
1503031.0,2015-03-03,1,96.3163361056603,,6.0,5.0,14,61
1503032.0,2015-03-03,2,270.361598110118,,6.0,5.0,14,61
1503033.0,2015-03-03,3,77.4418733695842,,6.0,5.0,14,61
1503034.0,2015-03-03,4,46.549832303522,,6.0,5.0,14,61
1503035.0,2015-03-03,5,233.360645977411,,6.0,5.0,14,61
1503041.0,2015-03-04,1,76.5028628068188,,6.0,5.0,18,61
1503042.0,2015-03-04,2,246.332586657334,,6.0,5.0,18,61
1503043.0,2015-03-04,3,102.301053538414,,6.0,5.0,18,61
1503044.0,2015-03-04,4,65.1707860093035,,6.0,5.0,18,61
1503045.0,2015-03-04,5,227.526630558065,,6.0,5.0,18,61
1503051.0,2015-03-05,1,115.664704258596,,7.0,6.625,14,
1503052.0,2015-03-05,2,275.116919242864,,7.0,6.625,14,
1503053.0,2015-03-05,3,117.287155134629,,7.0,6.625,14,
1503054.0,2015-03-05,4,65.2095428993818,,7.0,6.625,14,
1503055.0,2015-03-05,5,205.059139995828,,7.0,6.625,14,
1503061.0,2015-03-06,1,100.668607215573,,7.0,8.125,12,20
1503062.0,2015-03-06,2,297.136244722274,,7.0,8.125,12,20
1503063.0,2015-03-06,3,121.559740836917,,7.0,8.125,12,20
1503064.0,2015-03-06,4,68.8019764229724,,7.0,8.125,12,20
1503065.0,2015-03-06,5,238.613238236779,,7.0,8.125,12,20
1503071.0,2015-03-07,1,106.704697425172,,7.0,10.125,13,0
1503072.0,2015-03-07,2,371.471472262365,,7.0,10.125,13,0
1503073.0,2015-03-07,3,116.290165013612,,7.0,10.125,13,0
1503074.0,2015-03-07,4,104.606853245048,,7.0,10.125,13,0
1503075.0,2015-03-07,5,262.806831079145,,7.0,10.125,13,0
1503081.0,2015-03-08,1,80.654299664346,,0.0,14.0,12,
1503082.0,2015-03-08,2,554.721366656377,,0.0,14.0,12,
1503083.0,2015-03-08,3,177.593434050659,,0.0,14.0,12,
1503084.0,2015-03-08,4,205.57099280524,,0.0,14.0,12,
1503085.0,2015-03-08,5,341.796143879394,,0.0,14.0,12,
1503091.0,2015-03-09,1,145.517595242024,,4.0,8.375,6,
