id,Datum,Warengruppe,Umsatz,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,KielerWoche,Woche,Monat,Wochentag,Feiertag,Jahreszeit
1710111,2017-10-11,1,114.734152340098,7.0,14.6375,12.0,63,0,41,10,3,0,4
1710121,2017-10-12,1,107.921714219622,6.0,13.1875,24.0,21,0,41,10,4,0,4
1710131,2017-10-13,1,118.292462064717,6.0,14.1625,8.0,10,0,41,10,5,0,4
1710141,2017-10-14,1,108.712927737647,8.0,15.7625,12.0,61,0,41,10,6,0,4
1710151,2017-10-15,1,67.7430137509284,2.0,17.8125,5.0,28,0,41,10,7,0,4
1710161,2017-10-16,1,108.129612539979,5.0,17.9375,7.0,10,0,42,10,1,0,4
1710171,2017-10-17,1,77.2429740379052,7.0,14.725,13.0,61,0,42,10,2,0,4
1710181,2017-10-18,1,107.716445777842,4.0,14.8125,6.0,0,0,42,10,3,0,4
1710191,2017-10-19,1,102.017092600254,6.0,14.85,9.0,10,0,42,10,4,0,4
1710201,2017-10-20,1,117.637336559248,7.0,14.175,6.0,61,0,42,10,5,0,4
1710211,2017-10-21,1,113.579118312875,7.0,13.0375,6.0,61,0,42,10,6,0,4
1710221,2017-10-22,1,102.271847780682,7.0,11.025,7.0,61,0,42,10,7,0,4
1710241,2017-10-24,1,101.985508618079,7.0,11.925,8.0,61,0,43,10,2,0,4
1710251,2017-10-25,1,112.868099610742,7.0,14.225,16.0,61,0,43,10,3,0,4
1710261,2017-10-26,1,121.902300059386,5.0,13.475,12.0,61,0,43,10,4,0,4
1710271,2017-10-27,1,176.844444234551,4.0,11.95,13.0,61,0,43,10,5,0,4
1710281,2017-10-28,1,111.918783184116,7.0,11.2125,17.0,61,0,43,10,6,0,4
1710291,2017-10-29,1,66.1429955598758,2.0,9.9,20.0,21,0,43,10,7,0,4
1710301,2017-10-30,1,203.761620898018,,,,61,0,44,10,1,0,4
1711011,2017-11-01,1,159.909558679611,,,,61,0,44,11,3,0,4
1711021,2017-11-02,1,121.440397431826,3.0,11.6875,13.0,61,0,44,11,4,0,4
1711031,2017-11-03,1,117.326070326731,,,,61,0,44,11,5,0,4
1711041,2017-11-04,1,133.795153821829,4.0,10.2625,5.0,61,0,44,11,6,0,4
1711051,2017-11-05,1,79.0166720053485,4.0,9.8,8.0,61,0,44,11,7,0,4
1711061,2017-11-06,1,111.224695011903,,,,61,0,45,11,1,0,4
1711071,2017-11-07,1,83.177904930265,5.0,6.7875,5.0,61,0,45,11,2,0,4
1711081,2017-11-08,1,79.2557790596025,5.0,8.625,9.0,61,0,45,11,3,0,4
1612112,2016-12-11,2,486.685095537576,7.0,7.1875,7.0,61,0,49,12,7,0,4
1612122,2016-12-12,2,207.604751430375,7.0,4.875,4.0,61,0,50,12,1,0,4
1612132,2016-12-13,2,233.770001608963,7.0,6.285714,5.0,10,0,50,12,2,0,4
1612142,2016-12-14,2,221.942272035382,7.0,4.625,6.0,45,0,50,12,3,0,4
1612152,2016-12-15,2,249.859463715467,7.0,0.0,8.0,49,0,50,12,4,0,4
1612162,2016-12-16,2,231.827718336113,8.0,-1.0,5.0,10,0,50,12,5,0,4
1612182,2016-12-18,2,565.041664760473,7.0,7.0,8.0,0,0,50,12,7,0,4
1612192,2016-12-19,2,228.043120399182,8.0,5.75,4.0,0,0,51,12,1,0,4
1612202,2016-12-20,2,230.544660181159,8.0,1.5,7.0,10,0,51,12,2,0,4
1612212,2016-12-21,2,262.933974860887,6.0,3.625,10.0,10,0,51,12,3,0,4
1612222,2016-12-22,2,294.632086675127,7.0,5.25,8.0,61,0,51,12,4,0,1
1612232,2016-12-23,2,320.332320272135,7.0,6.375,9.0,10,0,51,12,5,0,1
1612242,2016-12-24,2,435.412836448077,6.0,6.125,14.0,95,0,51,12,6,0,1
1612272,2016-12-27,2,353.797791827776,6.0,8.25,21.0,61,0,52,12,2,0,1
1612282,2016-12-28,2,369.891376672855,4.0,7.125,12.0,0,0,52,12,3,0,1
1612292,2016-12-29,2,412.345692402398,3.0,3.75,11.0,10,0,52,12,4,0,1
1612302,2016-12-30,2,488.254599774454,4.0,1.75,10.0,10,0,52,12,5,0,1
1612312,2016-12-31,2,569.614587079687,7.0,4.875,13.0,28,0,52,12,6,0,1
1701022,2017-01-02,2,363.785766586536,3.0,1.625,8.0,0,0,1,1,1,0,1
1701032,2017-01-03,2,309.961108123739,7.0,6.0,16.0,61,0,1,1,2,0,1
1701042,2017-01-04,2,299.025295009328,4.0,4.0,19.0,20,0,1,1,3,0,1
1701052,2017-01-05,2,336.671269192301,4.0,-2.875,15.0,0,0,1,1,4,0,1
1701062,2017-01-06,2,275.932996044414,1.0,-4.25,6.0,61,0,1,1,5,0,1
1701072,2017-01-07,2,270.247354621077,8.0,-0.5,11.0,71,0,1,1,6,0,1
1701082,2017-01-08,2,352.056991405427,8.0,2.25,4.0,10,0,1,1,7,0,1
1701092,2017-01-09,2,238.253386603281,8.0,2.5,6.0,20,0,2,1,1,0,1
1701102,2017-01-10,2,204.467443051391,7.0,2.625,9.0,10,0,2,1,2,0,1
1701112,2017-01-11,2,174.999832388788,7.0,4.625,15.0,61,0,2,1,3,0,1
1701122,2017-01-12,2,209.351176619157,4.0,4.5,16.0,61,0,2,1,4,0,1
1701132,2017-01-13,2,226.484139777162,3.0,3.125,7.0,61,0,2,1,5,0,1
1701142,2017-01-14,2,264.018180316324,2.0,1.75,10.0,61,0,2,1,6,0,1
1701152,2017-01-15,2,370.953894851707,5.0,1.375,10.0,71,0,2,1,7,0,1
1701162,2017-01-16,2,221.861834510936,0.0,0.25,9.0,0,0,3,1,1,0,1
1701172,2017-01-17,2,237.865415972532,7.0,0.5,4.0,10,0,3,1,2,0,1
1701182,2017-01-18,2,229.183246697448,7.0,0.125,8.0,20,0,3,1,3,0,1
1701192,2017-01-19,2,217.31433192757,8.0,1.5,8.0,61,0,3,1,4,0,1
1701202,2017-01-20,2,246.618836422496,8.0,3.625,5.0,21,0,3,1,5,0,1
1701212,2017-01-21,2,271.392050660175,7.0,5.75,5.0,10,0,3,1,6,0,1
1701222,2017-01-22,2,378.605208890515,8.0,1.375,5.0,10,0,3,1,7,0,1
1701232,2017-01-23,2,200.650869397269,7.0,1.125,8.0,10,0,4,1,1,0,1
1701242,2017-01-24,2,224.008464683995,7.0,1.875,8.0,45,0,4,1,2,0,1
1701252,2017-01-25,2,215.33818679634,7.0,-1.25,6.0,49,0,4,1,3,0,1
1701262,2017-01-26,2,248.421889120763,6.0,1.0,7.0,10,0,4,1,4,0,1
1701272,2017-01-27,2,247.138197864919,0.0,2.142857,7.0,5,0,4,1,5,0,1
1701282,2017-01-28,2,313.682969192529,1.0,2.875,5.0,5,0,4,1,6,0,1
1701292,2017-01-29,2,379.072962437235,7.0,4.75,8.0,61,0,4,1,7,0,1
1701302,2017-01-30,2,239.843727193044,7.0,2.625,13.0,61,0,5,1,1,0,1
1701312,2017-01-31,2,221.330857530692,7.0,3.125,15.0,10,0,5,1,2,0,1
1702012,2017-02-01,2,239.504840288098,7.0,1.125,8.0,20,0,5,2,3,0,1
1702022,2017-02-02,2,222.76706749452,7.0,1.75,6.0,61,0,5,2,4,0,1
1702032,2017-02-03,2,212.92401534834,7.0,1.625,6.0,45,0,5,2,5,0,1
1702042,2017-02-04,2,276.252863559981,7.0,5.75,6.0,61,0,5,2,6,0,1
1702052,2017-02-05,2,374.084257351283,8.0,2.0,10.0,61,0,5,2,7,0,1
1702062,2017-02-06,2,237.959555280101,7.0,2.5,12.0,61,0,6,2,1,0,1
1702072,2017-02-07,2,266.645083093324,7.0,0.0,12.0,77,0,6,2,2,0,1
1702082,2017-02-08,2,249.061981621222,8.0,-2.0,8.0,77,0,6,2,3,0,1
1702092,2017-02-09,2,250.490563349257,8.0,-2.125,11.0,22,0,6,2,4,0,1
1702102,2017-02-10,2,261.357365889667,7.0,-1.75,16.0,10,0,6,2,5,0,1
1702112,2017-02-11,2,370.184991912543,7.0,0.0,17.0,0,0,6,2,6,0,1
1702122,2017-02-12,2,416.379213088695,8.0,0.375,17.0,10,0,6,2,7,0,1
1702132,2017-02-13,2,253.451793499213,0.0,-0.25,10.0,10,0,7,2,1,0,1
1702142,2017-02-14,2,255.75728975769,2.0,-0.75,8.0,49,0,7,2,2,0,1
1702152,2017-02-15,2,278.538706748637,0.0,5.875,4.0,5,0,7,2,3,0,1
1702162,2017-02-16,2,309.868693401512,7.0,6.25,10.0,61,0,7,2,4,0,1
1702172,2017-02-17,2,272.294876852516,7.0,6.0,9.0,61,0,7,2,5,0,1
1702182,2017-02-18,2,428.420760681624,7.0,4.625,12.0,20,0,7,2,6,0,1
1702192,2017-02-19,2,447.567200414903,7.0,5.625,8.0,61,0,7,2,7,0,1
1702202,2017-02-20,2,253.268174669793,7.0,8.0,16.0,61,0,8,2,1,0,1
1702212,2017-02-21,2,228.580529593722,6.0,7.625,18.0,61,0,8,2,2,0,1
1702222,2017-02-22,2,190.339694203761,6.0,7.375,20.0,61,0,8,2,3,0,1
1702232,2017-02-23,2,211.823498155332,7.0,4.375,22.0,63,0,8,2,4,0,1
1702242,2017-02-24,2,239.782123705357,1.0,4.125,15.0,21,0,8,2,5,0,1
1702252,2017-02-25,2,312.627992129368,7.0,3.375,12.0,61,0,8,2,6,0,1
1702262,2017-02-26,2,428.913586120998,7.0,7.5,11.0,61,0,8,2,7,0,1
1702272,2017-02-27,2,309.386402370393,8.0,10.75,11.0,61,0,9,2,1,0,1
1702282,2017-02-28,2,229.94140636776,6.0,6.0,15.0,21,0,9,2,2,0,1
1703012,2017-03-01,2,249.680771523383,6.0,5.0,14.0,63,0,9,3,3,0,1
1703022,2017-03-02,2,236.090084433661,3.0,6.5,16.0,21,0,9,3,4,0,1
1703032,2017-03-03,2,238.976721219758,2.0,8.375,10.0,0,0,9,3,5,0,1
1703042,2017-03-04,2,294.842273268246,6.0,9.125,5.0,5,0,9,3,6,0,1
1703052,2017-03-05,2,402.778273319068,7.0,7.375,12.0,61,0,9,3,7,0,1
1703062,2017-03-06,2,243.60177838846,8.0,3.75,17.0,0,0,10,3,1,0,1
1703072,2017-03-07,2,220.995436239232,7.0,1.75,7.0,20,0,10,3,2,0,1
1703082,2017-03-08,2,229.762106992602,6.0,5.75,9.0,61,0,10,3,3,0,1
1703092,2017-03-09,2,270.975919358021,7.0,7.375,8.0,21,0,10,3,4,0,1
1703102,2017-03-10,2,269.069152280242,4.0,8.75,16.0,0,0,10,3,5,0,1
1703112,2017-03-11,2,275.941241422517,2.0,7.75,9.0,0,0,10,3,6,0,1
1703122,2017-03-12,2,491.90798485682,6.0,6.375,9.0,61,0,10,3,7,0,1
1703132,2017-03-13,2,242.464512144723,7.0,6.625,7.0,5,0,11,3,1,0,1
1703142,2017-03-14,2,243.409665197197,6.0,10.5,13.0,0,0,11,3,2,0,1
1703152,2017-03-15,2,241.207717005148,0.0,9.25,16.0,5,0,11,3,3,0,1
1703162,2017-03-16,2,227.081015697025,5.0,11.75,9.0,0,0,11,3,4,0,1
1703172,2017-03-17,2,225.002939044633,6.0,6.75,18.0,63,0,11,3,5,0,1
1703182,2017-03-18,2,287.843905619013,5.0,6.875,22.0,21,0,11,3,6,0,1
1703192,2017-03-19,2,381.163708694666,8.0,3.875,9.0,79,0,11,3,7,0,1
1703202,2017-03-20,2,225.438695753547,7.0,10.25,8.0,61,0,12,3,1,0,1
1703212,2017-03-21,2,234.577222381036,5.0,8.75,20.0,21,0,12,3,2,0,2
1703222,2017-03-22,2,239.754869003961,0.0,10.75,11.0,0,0,12,3,3,0,2
1703232,2017-03-23,2,242.789527548901,4.0,8.125,11.0,61,0,12,3,4,0,2
1703242,2017-03-24,2,263.089113905418,0.0,10.5,7.0,0,0,12,3,5,0,2
1703252,2017-03-25,2,332.663651438926,3.0,9.875,12.0,0,0,12,3,6,0,2
1703262,2017-03-26,2,439.134557811679,3.0,9.375,7.0,0,0,12,3,7,0,2
1703272,2017-03-27,2,281.658152255303,0.0,12.5,11.0,10,0,13,3,1,0,2
1703282,2017-03-28,2,301.988407159166,0.0,13.875,7.0,0,0,13,3,2,0,2
1703292,2017-03-29,2,283.901062102534,8.0,10.0,13.0,21,0,13,3,3,0,2
1703302,2017-03-30,2,258.352530429171,7.0,16.0,12.0,61,0,13,3,4,0,2
1703312,2017-03-31,2,335.790960706967,0.0,19.75,7.0,61,0,13,3,5,0,2
1704012,2017-04-01,2,400.922478349418,2.0,15.75,7.0,0,0,13,4,6,0,2
1704022,2017-04-02,2,432.301825932669,2.0,13.375,13.0,0,0,13,4,7,0,2
1704032,2017-04-03,2,281.878141494214,2.0,10.375,8.0,61,0,14,4,1,0,2
1704042,2017-04-04,2,281.892523822351,2.0,12.625,8.0,0,0,14,4,2,0,2
1704052,2017-04-05,2,250.769371674356,5.0,9.875,18.0,21,0,14,4,3,0,2
1704062,2017-04-06,2,254.338964495354,6.0,10.0,17.0,0,0,14,4,4,0,2
1704072,2017-04-07,2,334.908836896616,6.0,11.125,18.0,20,0,14,4,5,0,2
1704082,2017-04-08,2,437.165237854628,7.0,10.875,12.0,61,0,14,4,6,0,2
1704092,2017-04-09,2,436.776106619664,0.0,16.0,9.0,5,0,14,4,7,0,2
1704102,2017-04-10,2,371.780197997679,7.0,9.5,19.0,21,0,15,4,1,0,2
1704112,2017-04-11,2,358.664757300646,5.0,8.75,18.0,21,0,15,4,2,0,2
1704122,2017-04-12,2,355.373078137408,7.0,8.75,13.0,61,0,15,4,3,0,2
1704132,2017-04-13,2,538.001607100292,7.0,9.0,18.0,61,0,15,4,4,0,2
1704152,2017-04-15,2,703.461610637217,6.0,8.125,23.0,63,0,15,4,6,0,2
1704162,2017-04-16,2,587.643444652763,7.0,6.875,7.0,61,0,15,4,7,0,2
1704172,2017-04-17,2,535.752770931191,6.0,6.25,10.0,61,0,16,4,1,0,2
1704182,2017-04-18,2,385.935119291841,4.0,5.625,15.0,21,0,16,4,2,0,2
1704192,2017-04-19,2,335.51977175735,0.0,6.375,10.0,0,0,16,4,3,0,2
1704202,2017-04-20,2,379.098895887089,7.0,8.25,12.0,21,0,16,4,4,0,2
1704212,2017-04-21,2,362.773394053737,7.0,11.875,19.0,61,0,16,4,5,0,2
1704222,2017-04-22,2,288.896109942583,5.0,7.5,21.0,61,0,16,4,6,0,2
1704232,2017-04-23,2,344.478120384968,4.0,7.875,20.0,21,0,16,4,7,0,2
1704242,2017-04-24,2,252.01457232722,7.0,8.875,17.0,63,0,17,4,1,0,2
1704252,2017-04-25,2,264.954804770732,5.0,5.5,15.0,69,0,17,4,2,0,2
1704262,2017-04-26,2,249.875360970281,6.0,7.625,7.0,61,0,17,4,3,0,2
1704272,2017-04-27,2,307.530107231385,6.0,8.625,13.0,61,0,17,4,4,0,2
1704282,2017-04-28,2,307.704983145882,7.0,8.625,10.0,61,0,17,4,5,0,2
1704292,2017-04-29,2,398.46430059208,4.0,7.125,9.0,61,0,17,4,6,0,2
1704302,2017-04-30,2,562.916646456546,1.0,11.875,12.0,0,0,17,4,7,0,2
1705022,2017-05-02,2,315.630672686886,2.0,10.875,21.0,5,0,18,5,2,0,2
1705032,2017-05-03,2,284.682835501851,3.0,11.25,20.0,5,0,18,5,3,0,2
1705042,2017-05-04,2,295.915357606995,7.0,10.625,19.0,0,0,18,5,4,0,2
1705052,2017-05-05,2,285.806850844963,7.0,8.25,15.0,61,0,18,5,5,0,2
1705062,2017-05-06,2,362.221217999852,7.0,11.0,7.0,0,0,18,5,6,0,2
1705072,2017-05-07,2,508.869139944886,0.0,17.125,9.0,0,0,18,5,7,0,2
1705082,2017-05-08,2,311.132934202698,1.0,9.75,19.0,5,0,19,5,1,0,2
1705092,2017-05-09,2,329.987372950283,4.0,10.0,12.0,21,0,19,5,2,0,2
1705102,2017-05-10,2,336.064196426434,7.0,9.25,11.0,61,0,19,5,3,0,2
1705112,2017-05-11,2,363.473342078586,0.0,13.375,14.0,21,0,19,5,4,0,2
1705122,2017-05-12,2,367.750542687151,7.0,12.75,13.0,61,0,19,5,5,0,2
1705132,2017-05-13,2,459.7247031502,6.0,17.875,6.0,21,0,19,5,6,0,2
1705142,2017-05-14,2,530.58659713245,2.0,18.75,12.0,0,0,19,5,7,0,2
1705152,2017-05-15,2,342.889202042715,3.0,17.375,9.0,0,0,20,5,1,0,2
1705162,2017-05-16,2,313.764952419603,7.0,14.125,8.0,61,0,20,5,2,0,2
1705172,2017-05-17,2,280.817288739061,6.0,23.125,7.0,21,0,20,5,3,0,2
1705182,2017-05-18,2,292.893495200293,4.0,23.125,12.0,21,0,20,5,4,0,2
1705192,2017-05-19,2,323.868172489266,6.0,17.375,7.0,21,0,20,5,5,0,2
1705202,2017-05-20,2,399.207931088701,4.0,16.0,12.0,21,0,20,5,6,0,2
1705212,2017-05-21,2,490.732842299275,1.0,18.625,12.0,21,0,20,5,7,0,2
1705222,2017-05-22,2,320.454391423915,0.0,17.75,9.0,61,0,21,5,1,0,2
1705232,2017-05-23,2,298.6104668373,4.0,22.125,15.0,95,0,21,5,2,0,2
1705242,2017-05-24,2,321.683000444292,3.0,17.125,18.0,0,0,21,5,3,0,2
1705252,2017-05-25,2,482.301654528959,2.0,18.875,12.0,61,0,21,5,4,0,2
1705262,2017-05-26,2,477.872595597851,0.0,20.75,6.0,0,0,21,5,5,0,2
1705272,2017-05-27,2,466.44498663774,0.0,24.75,7.0,61,0,21,5,6,0,2
1705282,2017-05-28,2,562.175923774896,1.0,22.375,14.0,61,0,21,5,7,0,2
1705292,2017-05-29,2,353.209476241264,5.0,18.75,7.0,0,0,22,5,1,0,2
1705302,2017-05-30,2,317.086764790425,6.0,20.5,14.0,5,0,22,5,2,0,2
1705312,2017-05-31,2,312.984752322811,5.0,15.5,18.0,5,0,22,5,3,0,2
1706012,2017-06-01,2,326.444731043874,0.0,17.375,12.0,5,0,22,6,4,0,2
1706022,2017-06-02,2,352.166900202888,0.0,20.25,9.0,5,0,22,6,5,0,2
1706032,2017-06-03,2,430.671317030427,7.0,17.5,5.0,61,0,22,6,6,0,2
1706042,2017-06-04,2,475.727406203782,5.0,17.125,14.0,61,0,22,6,7,0,2
1706052,2017-06-05,2,631.207142909744,1.0,20.125,9.0,0,0,23,6,1,0,2
1706062,2017-06-06,2,405.757523699606,4.0,21.625,10.0,61,0,23,6,2,0,2
1706072,2017-06-07,2,328.179059389348,7.0,12.25,14.0,63,0,23,6,3,0,2
1706082,2017-06-08,2,333.992680117377,7.0,14.875,8.0,61,0,23,6,4,0,2
1706092,2017-06-09,2,360.541873839481,6.0,20.25,14.0,95,0,23,6,5,0,2
1706102,2017-06-10,2,394.659748547811,5.0,19.25,10.0,0,0,23,6,6,0,2
1706112,2017-06-11,2,468.687847891715,2.0,25.0,11.0,61,0,23,6,7,0,2
1706122,2017-06-12,2,321.626699370205,7.0,16.25,16.0,61,0,24,6,1,0,2
1706132,2017-06-13,2,359.221168966116,6.0,16.125,16.0,21,0,24,6,2,0,2
1706142,2017-06-14,2,329.596145708856,7.0,19.125,9.0,21,0,24,6,3,0,2
1706152,2017-06-15,2,442.307093391398,3.0,22.75,6.0,21,0,24,6,4,0,2
1706162,2017-06-16,2,452.798153358759,5.0,17.375,20.0,21,0,24,6,5,0,2
1706172,2017-06-17,2,578.780125724772,0.0,20.125,15.0,0,1,24,6,6,0,2
1706182,2017-06-18,2,586.165188828483,2.0,24.25,9.0,21,1,24,6,7,0,2
1706192,2017-06-19,2,382.488175663817,1.0,25.375,7.0,0,1,25,6,1,0,2
1706202,2017-06-20,2,434.849517951858,0.0,20.75,12.0,0,1,25,6,2,0,2
1706212,2017-06-21,2,430.906719081176,3.0,18.75,10.0,61,1,25,6,3,0,2
1706222,2017-06-22,2,418.672448020086,3.0,20.25,10.0,95,1,25,6,4,0,3
1706232,2017-06-23,2,439.210505371538,7.0,17.25,14.0,61,1,25,6,5,0,3
1706242,2017-06-24,2,631.28176537999,6.0,17.875,19.0,61,1,25,6,6,0,3
1706252,2017-06-25,2,577.997897373246,7.0,17.25,16.0,20,1,25,6,7,0,3
1706262,2017-06-26,2,343.416699850294,3.0,17.375,16.0,21,0,26,6,1,0,3
1706272,2017-06-27,2,352.863655088474,3.0,16.375,9.0,21,0,26,6,2,0,3
1706282,2017-06-28,2,375.93664906759,6.0,19.75,18.0,21,0,26,6,3,0,3
1706292,2017-06-29,2,359.267467899639,7.0,17.875,8.0,61,0,26,6,4,0,3
1706302,2017-06-30,2,332.500323215319,7.0,14.875,11.0,63,0,26,6,5,0,3
1707012,2017-07-01,2,443.178850570886,7.0,17.625,10.0,21,0,26,7,6,0,3
1707022,2017-07-02,2,477.995936942089,7.0,17.125,18.0,21,0,26,7,7,0,3
1707032,2017-07-03,2,373.267876537498,7.0,18.625,14.0,95,0,27,7,1,0,3
1707052,2017-07-05,2,457.585596181938,2.0,19.0,9.0,5,0,27,7,3,0,3
1707062,2017-07-06,2,448.518282397681,0.0,18.375,8.0,5,0,27,7,4,0,3
1707072,2017-07-07,2,476.283376116767,5.0,20.625,7.0,61,0,27,7,5,0,3
1707082,2017-07-08,2,580.465886398025,4.0,20.625,16.0,21,0,27,7,6,0,3
1707092,2017-07-09,2,613.942968297244,1.0,19.125,9.0,5,0,27,7,7,0,3
1707102,2017-07-10,2,403.02834298579,7.0,17.5,6.0,61,0,28,7,1,0,3
1707112,2017-07-11,2,423.994881388252,6.0,19.875,11.0,95,0,28,7,2,0,3
1707122,2017-07-12,2,395.371907193752,7.0,14.75,12.0,61,0,28,7,3,0,3
1707132,2017-07-13,2,460.294611216087,6.0,16.875,15.0,61,0,28,7,4,0,3
1707142,2017-07-14,2,455.738678370628,3.0,19.5,8.0,61,0,28,7,5,0,3
1707152,2017-07-15,2,671.168738211215,7.0,18.75,10.0,21,0,28,7,6,0,3
1707162,2017-07-16,2,596.167592528165,8.0,17.375,9.0,61,0,28,7,7,0,3
1707172,2017-07-17,2,487.240000029275,6.0,18.5,12.0,0,0,29,7,1,0,3
1707182,2017-07-18,2,498.207067945866,5.0,18.75,7.0,0,0,29,7,2,0,3
1707192,2017-07-19,2,480.701110944238,1.0,22.5,13.0,0,0,29,7,3,0,3
1707202,2017-07-20,2,516.025848097357,7.0,21.5,5.0,61,0,29,7,4,0,3
1707212,2017-07-21,2,557.68775678789,2.0,20.5,10.0,0,0,29,7,5,0,3
1707222,2017-07-22,2,703.366173269316,7.0,18.5,9.0,63,0,29,7,6,0,3
1707232,2017-07-23,2,607.272441480619,6.0,19.375,12.0,61,0,29,7,7,0,3
1707242,2017-07-24,2,579.28803115614,7.0,18.75,10.0,21,0,30,7,1,0,3
1707252,2017-07-25,2,510.733529654244,7.0,16.25,16.0,63,0,30,7,2,0,3
1707262,2017-07-26,2,507.820179245606,0.0,20.875,10.0,61,0,30,7,3,0,3
1707272,2017-07-27,2,582.549770241516,6.0,19.5,10.0,61,0,30,7,4,0,3
1707282,2017-07-28,2,551.167149777235,6.0,18.125,17.0,61,0,30,7,5,0,3
1707292,2017-07-29,2,557.05720038088,5.0,19.625,11.0,61,0,30,7,6,0,3
1707302,2017-07-30,2,605.805099130182,5.0,24.0,11.0,61,0,30,7,7,0,3
1707312,2017-07-31,2,548.102447200155,2.0,22.75,9.0,21,0,31,7,1,0,3
1708012,2017-08-01,2,557.470897762849,6.0,21.375,7.0,21,0,31,8,2,0,3
1708022,2017-08-02,2,584.846712161711,5.0,21.375,8.0,61,0,31,8,3,0,3
1708032,2017-08-03,2,483.068231580132,7.0,20.125,10.0,95,0,31,8,4,0,3
1708042,2017-08-04,2,542.553671194929,6.0,19.625,18.0,21,0,31,8,5,0,3
1708052,2017-08-05,2,641.275312196642,4.0,20.125,12.0,21,0,31,8,6,0,3
1708062,2017-08-06,2,591.809052421491,3.0,18.5,13.0,21,0,31,8,7,0,3
1708072,2017-08-07,2,533.297032767377,2.0,22.4875,8.0,61,0,32,8,1,0,3
1708082,2017-08-08,2,573.241944463135,6.0,23.0625,8.0,21,0,32,8,2,0,3
1708092,2017-08-09,2,502.947388962741,1.0,21.125,11.0,0,0,32,8,3,0,3
1708102,2017-08-10,2,500.543723798549,6.0,19.6,9.0,61,0,32,8,4,0,3
1708112,2017-08-11,2,505.047502675496,7.0,16.375,8.0,61,0,32,8,5,0,3
1708122,2017-08-12,2,573.942499138818,7.0,15.5625,8.0,61,0,32,8,6,0,3
1708132,2017-08-13,2,537.191803566869,4.0,17.825,11.0,21,0,32,8,7,0,3
1708142,2017-08-14,2,516.880895848593,1.0,18.6375,12.0,0,0,33,8,1,0,3
1708152,2017-08-15,2,546.664314691533,2.0,25.0625,9.0,0,0,33,8,2,0,3
1708162,2017-08-16,2,469.926063751212,3.0,20.8625,8.0,0,0,33,8,3,0,3
1708172,2017-08-17,2,473.637718291986,5.0,21.8,10.0,63,0,33,8,4,0,3
1708182,2017-08-18,2,479.414134575115,6.0,19.6625,7.0,0,0,33,8,5,0,3
1708192,2017-08-19,2,580.484834323311,5.0,16.9375,11.0,63,0,33,8,6,0,3
1708202,2017-08-20,2,590.703195653633,6.0,16.0125,10.0,61,0,33,8,7,0,3
1708212,2017-08-21,2,515.578324075335,7.0,17.2,15.0,61,0,34,8,1,0,3
1708222,2017-08-22,2,476.178832179405,4.0,17.6125,11.0,21,0,34,8,2,0,3
1708232,2017-08-23,2,429.116714335813,0.0,19.4375,9.0,5,0,34,8,3,0,3
1708242,2017-08-24,2,422.213771239195,3.0,19.4875,14.0,21,0,34,8,4,0,3
1708252,2017-08-25,2,442.732011562091,3.0,19.7625,13.0,21,0,34,8,5,0,3
1708262,2017-08-26,2,564.453618112439,4.0,19.525,7.0,0,0,34,8,6,0,3
1708272,2017-08-27,2,555.617737882176,4.0,19.6625,13.0,21,0,34,8,7,0,3
1708282,2017-08-28,2,375.106401311545,4.0,20.5375,5.0,21,0,35,8,1,0,3
1708292,2017-08-29,2,394.195226668081,0.0,24.6,9.0,21,0,35,8,2,0,3
1708302,2017-08-30,2,327.159789018683,6.0,20.0,11.0,61,0,35,8,3,0,3
1708312,2017-08-31,2,340.930337220358,7.0,14.8875,11.0,61,0,35,8,4,0,3
1709012,2017-09-01,2,399.444523250408,4.0,17.3,7.0,61,0,35,9,5,0,3
1709022,2017-09-02,2,466.967160277238,4.0,16.525,8.0,21,0,35,9,6,0,3
1709032,2017-09-03,2,479.387641035422,3.0,17.4,7.0,0,0,35,9,7,0,3
1709042,2017-09-04,2,355.94087862583,0.0,18.2875,10.0,0,0,36,9,1,0,3
1709052,2017-09-05,2,386.954024423501,3.0,20.95,6.0,61,0,36,9,2,0,3
1709062,2017-09-06,2,312.667997301409,7.0,18.2,17.0,63,0,36,9,3,0,3
1709072,2017-09-07,2,364.564869565609,5.0,17.2875,16.0,21,0,36,9,4,0,3
1709082,2017-09-08,2,369.645285330752,7.0,14.9375,10.0,61,0,36,9,5,0,3
1709092,2017-09-09,2,416.110856064126,7.0,15.025,9.0,61,0,36,9,6,0,3
1709102,2017-09-10,2,454.470095911454,2.0,17.65,11.0,0,0,36,9,7,0,3
1709112,2017-09-11,2,358.793512389578,3.0,17.8625,11.0,21,0,37,9,1,0,3
1709122,2017-09-12,2,347.406580605801,5.0,16.1,12.0,21,0,37,9,2,0,3
1709132,2017-09-13,2,337.409370036303,7.0,13.3375,20.0,63,0,37,9,3,0,3
1709142,2017-09-14,2,340.662703674034,7.0,13.2375,13.0,61,0,37,9,4,0,3
1709152,2017-09-15,2,432.422620446303,6.0,14.425,11.0,21,0,37,9,5,0,3
1709162,2017-09-16,2,447.940908680045,8.0,11.9125,6.0,61,0,37,9,6,0,3
1709172,2017-09-17,2,459.052266852698,7.0,15.25,7.0,61,0,37,9,7,0,3
1709182,2017-09-18,2,327.604747777746,2.0,15.075,4.0,0,0,38,9,1,0,3
